gp,min,fgm,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,stl,blk,target_5yrs,shooting_accuracy,assist_turnover_ratio
53,30.0,7.5,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7.0,0.4,1.1,0,1.1904761904761905,0.5217391304347826
25,5.2,0.8,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.3,0.1,0,1.0952380952380951,0.8333333333333334
82,38.0,6.9,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,1.1,0.2,1,1.185897435897436,1.142857142857143
81,37.0,7.1,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,0.8,0.2,1,1.1275167785234899,2.52
78,34.3,5.3,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,2.6,1.0,0.5,1,1.387931034482759,1.3333333333333333
82,32.5,5.3,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,1.3,0.2,1,1.1417910447761195,1.6060606060606062
82,32.0,3.4,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,1.9,0.1,1,1.234567901234568,2.45
82,30.5,5.5,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,0.5,1.8,1,1.262135922330097,0.5555555555555556
82,28.1,4.3,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,7.4,0.6,0.7,1,1.2758620689655173,0.6111111111111112
72,26.5,3.7,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,0.6,0.0,1,1.3720930232558142,2.1875
78,28.6,2.5,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,5.2,0.9,0.3,0,1.0847457627118644,1.25
81,25.3,3.9,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,0.4,0.6,1,1.3058823529411765,0.6666666666666666
77,25.2,3.2,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.0,0.2,1,1.2,1.3333333333333333
81,24.8,5.6,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,0.5,0.5,1,1.1779661016949152,0.6666666666666666
75,24.0,3.2,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.5,0.5,1,1.051948051948052,0.9
67,22.6,3.8,47.8,1.3,2.7,46.7,1.2,1.4,87.0,1.2,1.8,3.0,0.5,0.2,1,1.2625,1.4999999999999998
61,21.5,3.2,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,7.0,0.4,1.1,0,1.5344827586206897,0.35714285714285715
56,20.8,2.0,45.9,0.6,1.7,34.4,0.7,1.0,70.7,0.6,1.8,2.3,0.8,0.5,0,1.2045454545454544,1.5
66,19.9,2.4,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.7,0.3,1,1.1935483870967742,0.888888888888889
76,19.3,2.5,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.7,0.7,1,0.9824561403508771,1.0
77,16.5,1.9,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,0.6,0.3,1,1.1875,1.8
79,16.0,3.2,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.3,0.7,1,1.203125,0.6666666666666667
75,15.2,2.5,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.4,1.0,1,1.25,0.37499999999999994
51,15.1,2.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,0.7,0.0,0,1.0961538461538463,1.5000000000000002
53,14.5,1.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,1.1,1,1.5357142857142858,0.25
70,14.4,2.8,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.3,1.1,1,1.1833333333333333,0.8749999999999999
68,13.7,2.1,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,0.3,0.0,0,1.0,1.8888888888888888
80,28.2,4.9,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,1.2,0.2,0,1.0999999999999999,1.3199999999999998
44,13.3,1.8,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1.1,0.3,0.2,1,1.225,1.7142857142857144
53,12.4,1.3,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,0.3,0.0,1,1.1944444444444444,1.3636363636363635
59,12.1,1.7,41.6,0.3,0.8,34.8,1.0,1.4,69.9,0.7,1.2,1.9,0.3,0.5,1,1.119047619047619,0.7777777777777777
60,9.3,1.1,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.2,0.6,0.7,0.5,0.0,1,1.0769230769230769,1.8181818181818181
48,11.8,2.0,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.3,0.7,1,1.2051282051282053,0.8
40,11.1,1.3,38.9,0.4,1.0,39.5,1.0,1.3,80.0,0.8,1.2,2.0,0.3,0.5,0,1.1818181818181819,1.25
19,10.9,1.0,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,2.2,0.3,0.1,1,0.7941176470588236,2.25
76,27.7,4.8,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,0.6,0.3,0,1.2105263157894737,1.2380952380952381
60,10.2,1.2,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.2,0.7,1,1.347826086956522,0.2
51,8.4,0.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.1,0,1.1176470588235294,0.6666666666666667
37,8.2,0.8,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0.9,0.3,0.0,0,1.0434782608695652,1.3333333333333335
80,34.6,7.3,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,1.0,0.9,1,1.1871345029239766,0.8275862068965517
80,28.2,4.0,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,4.7,0.6,0.6,1,1.1170212765957446,0.75
78,27.8,3.6,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5.0,6.2,1.0,1.4,1,1.1486486486486487,1.7142857142857144
79,27.3,4.7,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,0.6,0.5,0,1.1545454545454545,0.7499999999999999
53,26.1,3.6,42.8,0.6,1.7,33.0,1.7,2.3,73.2,0.4,2.2,2.6,0.8,0.0,1,1.1325301204819276,2.4705882352941178
73,23.1,3.1,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,0.8,0.2,0,0.9878048780487805,1.0
59,24.4,3.3,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,3.0,0.4,0.1,1,1.0114942528735633,1.1818181818181817
79,22.8,2.3,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.0,0.3,1,0.9354838709677419,1.2727272727272725
74,21.0,3.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,1.0,0.1,1,1.2424242424242424,0.888888888888889
74,20.7,2.4,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,0.9,0.9,1,1.3199999999999998,0.9166666666666667
35,19.6,3.0,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.4,0.5,1,1.0579710144927534,1.125
57,19.0,2.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,0.9,0.1,1,1.1343283582089552,2.0
73,19.0,2.2,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,3.9,0.8,0.1,1,1.2083333333333333,1.5714285714285716
73,17.5,2.2,53.8,0.0,0.0,0.0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,1.4,0,1.3333333333333333,0.4
60,22.8,4.4,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.4,1.4,0,1.1704545454545454,0.6363636363636362
42,16.9,3.2,61.6,0.0,0.0,0.0,1.7,2.6,66.1,2.3,2.6,4.9,0.4,0.2,1,1.5576923076923075,0.8333333333333334
56,15.4,1.7,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1.0,0.5,0.0,0,1.0,2.0
75,15.4,2.8,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1.5,0.5,0.1,1,1.171875,0.6153846153846154
76,14.6,1.9,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,3.0,0.3,0.7,1,1.0975609756097562,0.5
69,13.6,1.6,48.4,0.0,0.0,0.0,1.4,2.2,66.0,1.4,1.6,3.0,0.5,0.3,1,1.40625,0.4444444444444445
50,13.6,2.0,42.1,0.2,0.7,27.0,1.4,2.1,69.2,0.5,1.7,2.2,0.4,0.0,0,1.1914893617021276,0.9090909090909091
71,13.1,2.1,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.2,0.6,1,1.0444444444444445,0.7499999999999999
75,12.9,1.3,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.4,0.1,1,1.15625,1.4
51,11.9,1.8,41.3,0.7,2.1,33.0,0.8,1.0,85.7,0.3,0.8,1.1,0.3,0.1,1,1.1818181818181817,1.8888888888888888
32,11.5,1.3,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,0.5,0.0,1,1.15625,1.8333333333333335
57,11.2,1.6,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.5,0.2,0,1.3,1.1666666666666667
52,10.7,0.8,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,2.6,0.2,0.2,0,1.1176470588235294,0.6
26,10.3,1.8,56.1,0.0,0.1,0.0,0.6,0.8,68.2,1.3,2.1,3.4,0.3,0.4,0,1.2812499999999998,0.8
61,10.0,1.7,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,2.8,0.3,0.3,1,1.303030303030303,0.7777777777777777
70,9.9,0.6,37.9,0.0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2.0,0.3,0.4,1,0.8666666666666667,1.0
38,9.9,1.6,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,2.6,0.2,0.6,1,1.3793103448275863,0.6666666666666667
38,8.5,1.3,40.8,0.0,0.0,0.0,0.5,0.7,64.3,0.6,1.1,1.6,0.2,0.4,0,0.9696969696969698,0.6
64,4.2,0.3,42.9,0.0,0.1,0.0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.1,0,1.125,2.0
14,3.1,0.4,26.1,0.2,0.9,23.1,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0,0.6875,0.33333333333333337
66,21.4,2.9,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.7,1.0,0,1.3725490196078431,0.8571428571428572
57,35.4,6.1,45.6,1.0,2.6,37.7,3.5,4.2,83.8,1.0,3.4,4.4,1.2,0.2,1,1.2537313432835822,2.0
78,29.8,4.6,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,2.9,0.4,0.1,0,0.975206611570248,1.2352941176470589
78,27.0,4.1,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,0.9,0.9,1,1.1134020618556704,0.7222222222222222
78,23.5,2.4,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,1.6,0.1,1,1.103448275862069,2.111111111111111
82,22.9,3.7,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,2.7,0.7,0.3,1,1.2023809523809523,1.4736842105263157
63,22.1,3.8,50.3,0.0,0.0,0.0,1.3,1.8,72.2,2.3,2.7,5.0,0.3,1.2,1,1.1842105263157896,0.5714285714285715
48,20.1,2.9,45.7,0.3,1.0,28.3,1.6,2.0,79.6,0.6,1.4,2.0,1.1,0.0,0,1.2222222222222223,0.9
52,21.3,2.4,45.2,1.0,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,0.7,0.5,0,1.2692307692307692,2.0
82,18.7,3.0,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.2,1,1.3214285714285716,0.6666666666666666
81,18.7,2.0,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,5.4,0.6,0.5,1,1.2222222222222223,0.4166666666666667
82,18.0,2.5,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.9,1,1.387755102040816,0.7272727272727273
67,17.4,2.7,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.6,0.3,1,1.11864406779661,0.6666666666666667
79,16.6,2.6,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,0.4,0.0,0,1.0149253731343284,1.8333333333333333
79,16.6,2.6,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,0.4,0.0,0,1.0149253731343284,1.8333333333333333
60,16.5,1.6,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,0.4,0.1,1,1.1794871794871795,1.7142857142857144
68,15.6,2.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.8,0.7,1,1.225,0.8571428571428572
29,21.2,2.2,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.3,0.6,0,1.2083333333333333,1.6666666666666665
72,15.1,1.7,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,0.6,0.1,1,1.0731707317073174,1.9
47,15.1,2.1,38.6,1.0,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.4,0.1,0,1.1272727272727272,1.0
52,14.9,1.7,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2.0,0.6,0.1,0,1.0227272727272727,1.4545454545454546
42,14.8,1.9,41.0,0.9,2.3,38.8,1.3,1.4,90.0,0.2,1.0,1.2,0.3,0.0,1,1.3043478260869565,1.8
72,13.4,1.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,1.1,1,1.3333333333333335,0.4615384615384615
59,12.8,1.5,53.8,0.0,0.0,0.0,1.3,2.0,66.1,0.8,2.2,3.1,0.4,0.6,0,1.517241379310345,0.37499999999999994
43,12.4,1.3,41.7,0.0,0.0,0.0,0.4,0.8,48.5,1.0,1.5,2.5,0.2,0.5,0,0.9354838709677419,0.6
81,21.1,2.7,41.0,0.8,2.5,33.7,1.3,1.8,73.0,0.9,3.3,4.1,0.5,0.5,0,1.1538461538461537,1.7142857142857144
46,12.1,1.6,46.9,0.4,1.1,36.5,0.2,0.4,55.0,0.7,1.1,1.8,0.1,0.2,1,1.1142857142857143,1.0
56,12.1,1.8,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.7,0.1,1,1.352941176470588,1.0
68,11.6,1.0,36.7,0.3,0.8,32.1,0.5,0.6,86.0,0.6,1.2,1.8,0.4,0.1,0,1.0384615384615385,1.6666666666666667
58,11.5,1.1,50.8,0.0,0.0,0.0,1.0,1.3,78.7,0.8,1.5,2.3,0.2,0.7,1,1.4999999999999998,0.5
63,11.4,1.3,44.6,0.0,0.0,0.0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.3,1,1.5000000000000002,0.25
56,11.3,1.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,2.7,0.2,0.5,1,1.409090909090909,0.33333333333333337
61,11.0,1.6,57.9,0.0,0.0,0.0,0.9,1.7,54.4,1.0,1.8,2.9,0.2,0.3,0,1.5000000000000002,0.4
41,10.5,1.5,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0.0,0.6,0.7,0.4,0.0,0,1.2058823529411764,3.25
42,9.7,1.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,0.4,0.0,1,1.096774193548387,3.0
29,20.7,1.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.5,0.2,0,0.9302325581395349,1.4
42,8.5,1.1,38.1,0.3,1.2,24.0,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.1,0,0.9333333333333332,1.0
61,8.1,1.2,55.6,0.0,0.0,0.0,0.4,0.6,66.7,0.6,0.7,1.3,0.3,0.1,0,1.3181818181818181,0.5
44,7.6,1.0,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.3,0.0,1,1.1904761904761905,1.0
44,7.6,1.0,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.3,0.0,0,1.1904761904761905,1.0
38,7.1,1.1,56.8,0.0,0.0,0.0,0.2,0.4,60.0,0.7,1.3,1.9,0.2,0.1,0,1.263157894736842,0.125
35,5.5,0.5,36.0,0.4,1.1,33.3,0.1,0.1,100.0,0.1,0.6,0.7,0.1,0.0,1,1.0714285714285714,2.0
78,36.0,5.2,43.0,0.6,2.3,28.2,5.1,6.0,84.7,0.8,4.3,5.1,2.2,0.1,1,1.3305785123966944,3.25
80,30.1,4.3,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,3.3,1.3,0.1,1,1.0818181818181818,2.4347826086956523
81,29.1,5.4,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,6.4,0.7,0.8,1,1.120689655172414,0.9166666666666667
80,28.9,3.2,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,1.1,0.1,1,1.1139240506329113,1.8
80,28.8,4.2,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2.0,2.4,0.8,0.2,1,1.0693069306930694,2.5
63,20.1,2.5,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,5.0,0.9,0.4,0,1.1458333333333335,1.0
79,24.7,3.0,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.6,0.3,1,1.2686567164179103,0.7272727272727273
65,24.2,4.7,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.5,0.7,1,1.2551020408163265,0.5333333333333333
78,22.6,2.8,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,0.7,0.8,1,1.2295081967213115,1.2
61,22.6,2.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,0.6,0.1,1,1.3103448275862069,1.1111111111111112
72,21.4,3.2,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,2.3,0.8,0.0,1,1.1923076923076925,1.25
61,20.3,3.3,41.5,1.3,3.5,38.0,1.6,1.8,90.0,0.2,1.7,1.9,0.4,0.1,0,1.1975308641975309,0.923076923076923
79,20.2,2.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,0.2,1.8,2.0,0.5,0.0,1,1.2407407407407407,2.1538461538461537
81,19.8,2.7,47.0,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,1.2,0.1,0,1.0701754385964912,2.6470588235294117
80,19.8,2.5,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.5,0.2,1,1.2884615384615385,0.7272727272727273
49,18.1,2.7,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,0.7,0.2,1,1.0461538461538462,1.3333333333333335
61,17.5,2.3,39.9,1.1,3.0,35.7,1.0,1.2,85.9,0.5,1.7,2.1,0.3,0.2,1,1.157894736842105,0.8571428571428572
79,17.2,3.1,45.0,0.8,2.3,37.2,1.0,1.3,73.6,0.4,1.4,1.8,0.6,0.3,0,1.161764705882353,0.7272727272727273
67,16.9,2.0,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,4.5,0.5,0.3,1,1.5,0.7499999999999999
67,16.9,2.0,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,4.5,0.5,0.3,0,1.5,0.7499999999999999
36,15.7,2.1,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.3,0.1,1,1.16,1.0
80,15.4,1.3,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.0,0.1,0,1.0,1.142857142857143
69,14.9,2.5,52.4,0.0,0.0,0.0,2.0,2.4,81.0,1.4,1.9,3.3,0.2,0.4,1,1.4583333333333335,0.36363636363636365
66,14.7,1.5,38.0,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,0.6,0.1,0,0.9743589743589743,1.4444444444444444
18,13.3,1.7,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,0.4,0.3,0,0.9591836734693877,2.25
59,12.8,1.3,51.0,0.2,0.3,50.0,0.7,0.8,78.0,1.1,2.3,3.3,0.3,0.4,1,1.3076923076923077,1.0
37,11.6,1.0,45.7,0.0,0.0,0.0,1.0,1.2,80.0,0.8,1.4,2.2,0.2,0.1,1,1.3636363636363635,0.33333333333333337
68,10.6,1.5,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,2.1,0.2,0.3,1,1.2058823529411764,0.5
43,9.6,1.3,48.3,0.0,0.0,0.0,0.7,0.8,88.2,0.9,1.2,2.0,0.3,0.0,0,1.2142857142857144,0.33333333333333337
39,9.5,0.7,35.8,0.0,0.4,6.7,0.3,0.6,50.0,0.2,0.6,0.8,0.1,0.1,1,0.8571428571428571,0.6
51,9.1,1.0,39.0,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1.0,0.6,0.1,0,1.0,1.2857142857142858
23,8.8,1.2,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1.7,0.3,0.1,1,1.0303030303030303,1.7499999999999998
32,22.9,3.2,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,1.0,0.1,0,1.2028985507246377,2.4
39,8.7,0.6,25.0,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,0.7,0.1,0,0.782608695652174,2.0
57,8.5,0.8,45.4,0.0,0.0,0.0,0.8,1.2,60.6,1.0,1.4,2.3,0.3,0.2,1,1.352941176470588,0.7499999999999999
46,7.3,0.7,40.2,0.0,0.0,0.0,0.2,0.6,29.6,0.7,1.0,1.7,0.1,0.5,1,0.888888888888889,0.5
33,5.5,0.6,45.5,0.0,0.1,0.0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.1,0,1.1538461538461537,2.0
73,35.6,6.1,44.7,0.0,0.0,0.0,2.9,4.7,60.9,3.8,7.1,10.9,0.8,1.7,1,1.102189781021898,0.5294117647058824
82,32.8,3.3,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,1.7,0.6,1,1.3432835820895521,1.7647058823529411
82,32.6,4.3,52.0,0.0,0.0,0.0,3.4,5.0,67.1,3.5,6.5,10.0,0.9,1.7,1,1.4457831325301203,0.45
80,29.7,3.8,47.0,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6.0,0.9,0.4,1,1.2625,1.4615384615384615
74,27.7,3.7,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2.0,4.2,6.2,0.8,1.9,1,1.1975308641975309,0.9444444444444444
82,26.5,2.1,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,1.0,0.0,1,0.9833333333333334,3.5000000000000004
76,24.5,3.9,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2.0,0.7,0.1,1,1.0510204081632653,1.3571428571428572
78,21.3,2.1,43.2,0.0,0.1,25.0,0.9,1.4,67.3,0.8,1.9,2.7,0.7,0.3,1,1.0625,2.0
79,20.4,3.6,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,1.0,0.0,1,1.10126582278481,2.0
62,17.8,3.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.4,0.3,0,1.0,0.888888888888889
68,19.6,2.5,39.3,0.3,1.0,24.6,1.5,2.0,78.9,0.1,1.4,1.5,0.5,0.1,1,1.0793650793650793,1.8333333333333333
23,19.2,1.6,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2.0,2.7,0.6,0.1,0,0.7272727272727273,1.2857142857142858
82,18.9,3.0,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.5,0.2,1,1.2857142857142858,1.2
43,17.7,2.5,57.6,0.0,0.0,0.0,1.2,2.1,57.1,1.1,2.0,3.1,0.4,1.3,0,1.4186046511627908,0.25
80,17.3,2.2,44.2,0.0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3.0,0.9,0.2,1,1.2040816326530612,1.2222222222222223
82,17.0,2.3,53.7,0.0,0.0,0.0,1.0,1.4,70.3,1.9,2.7,4.6,0.4,0.6,1,1.3023255813953487,0.5
77,16.4,2.4,47.5,0.2,0.4,38.7,1.5,2.0,73.7,1.1,1.8,2.9,1.0,0.3,1,1.28,0.8
76,15.4,2.1,42.9,0.6,1.7,33.6,1.0,1.4,75.7,0.4,1.0,1.3,1.0,0.3,1,1.1875,2.0
46,15.3,1.8,41.2,0.0,0.1,0.0,1.0,1.6,64.0,1.4,2.4,3.8,0.5,0.4,0,1.069767441860465,0.6428571428571429
71,14.8,2.7,52.8,0.0,0.0,0.0,1.2,1.9,63.0,1.7,2.7,4.4,0.3,0.8,1,1.2884615384615385,0.3333333333333333
25,14.2,1.4,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.6,0.0,0,0.9736842105263159,1.7499999999999998
68,13.3,1.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1.0,1.8,0.4,0.3,0,1.0416666666666667,0.625
62,13.0,1.4,42.9,0.0,0.1,33.3,0.8,1.1,70.1,0.3,1.0,1.4,0.6,0.1,1,1.09375,1.8888888888888888
67,13.0,1.7,40.4,0.0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.4,0.3,1,0.9534883720930232,0.7499999999999999
39,13.0,1.7,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,0.5,0.2,1,1.125,2.3333333333333335
38,12.7,1.2,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,0.5,0.0,0,0.9393939393939394,2.5714285714285716
36,12.0,1.2,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,0.4,0.0,0,0.8857142857142858,2.0
76,16.6,2.0,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,1.9,0.7,0.1,0,1.0980392156862746,2.0909090909090904
38,11.4,1.2,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,0.6,0.1,0,1.0999999999999999,1.4285714285714286
11,10.6,1.1,60.0,0.0,0.0,0.0,0.2,0.5,33.3,1.5,1.8,3.4,0.4,0.4,0,1.3333333333333333,0.6666666666666667
45,10.1,1.0,38.5,0.1,0.6,20.0,0.8,1.2,65.5,0.6,0.6,1.3,0.4,0.1,1,1.1153846153846154,1.0
79,39.5,7.9,41.7,0.8,2.7,29.0,4.4,5.8,75.4,1.3,4.2,5.5,1.6,0.7,1,1.1058201058201058,1.6857142857142857
82,36.5,7.6,42.6,0.8,2.6,32.2,5.0,6.4,77.7,2.2,3.8,6.1,1.2,0.5,1,1.1731843575418994,0.9333333333333332
